GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000242485    1    1237288    1442693     18       2  157875       1.1078      0.13397
ENSG00000235098    1    1253800    1457149     18       2  159749       1.3298     0.091789
ENSG00000205116    1    1261508    1463167     16       3  159609       1.5191     0.064372
ENSG00000179403    1    1270241    1478262     22       4  160088        2.107     0.017559
ENSG00000215915    1    1285069    1505538     31       5  160471       2.1106     0.017402
ENSG00000160072    1    1307143    1533228     26       4  160729        2.141     0.016136
ENSG00000197785    1    1347531    1570067     19       2  161366       2.1668     0.015126
ENSG00000205090    1    1370554    1575833     19       2  161366       2.1668     0.015126
ENSG00000160075    1    1377053    1610249     19       2  161366       2.1668     0.015126
ENSG00000215014    1    1410355    1611373     19       2  161366       2.1668     0.015126
ENSG00000228594    1    1433392    1635476     19       2  161366       2.1668     0.015126
ENSG00000197530    1    1450795    1665990     21       3  161370       2.2366     0.012656
ENSG00000189409    1    1467474    1670639     17       2  161388       1.7515     0.039932
ENSG00000248333    1    1470603    1690473     22       4  161405       1.6765     0.046821
ENSG00000189339    1    1492939    1724167     27       5  161405       2.0705     0.019204
ENSG00000008128    1    1534169    1755766     25       4  161405       2.2182     0.013271
ENSG00000215790    1    1556277    1777431     32       5  161405       1.9869     0.023465
ENSG00000008130    1    1582671    1811896     44       6  161405       2.2247     0.013052
ENSG00000078369    1    1616729    1922495     75       8  161405       2.6138    0.0044773
ENSG00000169885    1    1746266    1948735     53       7  161405       2.7744    0.0027651
ENSG00000178821    1    1749029    1950712     51       7  161405       2.7368    0.0031017
ENSG00000142609    1    1753396    2035276     63      10  161377       2.7248    0.0032169
ENSG00000187730    1    1850780    2062192     49      10  161268         3.28   0.00051909
ENSG00000067606    1    1881909    2216834     81       9  161173       3.1531   0.00080781
ENSG00000162585    1    2015903    2244159     87      11  161202       3.1123   0.00092819
ENSG00000269554    1    2021237    2223179     76       8  161177       3.1393   0.00084673
ENSG00000203301    1    2043360    2245620     66       9  161190       3.2356   0.00060691
ENSG00000157933    1    2060134    2341558    111      23  160978       3.1546   0.00080356
ENSG00000116151    1    2152692    2423146     81      24  160973       1.2183      0.11155
ENSG00000269753    1    2158581    2359042     74      22  160933      0.90094      0.18381
ENSG00000157916    1    2223267    2436883     69      21  160903      0.62146      0.26715
ENSG00000157911    1    2236236    2445236     68      20  160896      0.99404       0.1601
ENSG00000149527    1    2257419    2536969    105      22  160571       2.2181     0.013275
ENSG00000157881    1    2339972    2558039     66       8  160603       2.4116    0.0079403
ENSG00000197921    1    2360184    2561684     66       8  160603       2.4116    0.0079403
ENSG00000157873    1    2387078    2596821     67       8  160615       2.4205    0.0077488
ENSG00000157870    1    2417930    2622908     64       7  160578       2.3763    0.0087427
ENSG00000142606    1    2422078    2664481     61       7  160537       2.3532    0.0093065
ENSG00000215912    1    2467415    2818286     59       6  160514       2.1709      0.01497
ENSG00000169717    1    2838046    3039465     68      13  161196       0.1538      0.43888
ENSG00000142611    1    2885732    3455185    196      51  159825        2.152       0.0157
ENSG00000130762    1    3270990    3497677     59      14  160840      0.89666      0.18495
ENSG00000162591    1    3306484    3628059     67      19  160479       1.0625        0.144
ENSG00000158109    1    3441566    3646691     27      11  160341       1.7377     0.041136
ENSG00000116213    1    3447331    3669325     37      13  160380       1.2139       0.1124
ENSG00000078900    1    3469084    3752765     80      21  159059        1.484     0.068909
ENSG00000162592    1    3568962    3788209     85      16  158574       1.1286      0.12953
ENSG00000235169    1    3589352    3792546     79      14  158359       1.0845      0.13907
ENSG00000130764    1    3596784    3813068     88      17  158181       1.3776     0.084164
ENSG00000116198    1    3628645    3873778     92      17  158093       1.5832     0.056693
ENSG00000169598    1    3673845    3901993     78      13  157617        1.698     0.044758
ENSG00000198912    1    3705689    3916857     62      11  157639       1.7935     0.036449
ENSG00000196581    1    4614792    4952594    239      65  158742       1.8247     0.034024
ENSG00000131697    1    5822871    6152533    144      23  157964       1.3484     0.088763
ENSG00000069424    1    5951526    6261253    120      25  158270       1.5441     0.061284
ENSG00000268332    1    6000630    6201399     79      20  158455       2.0117     0.022125
ENSG00000116254    1    6061853    6340183     94      24  160369      0.83427      0.20206
ENSG00000116251    1    6141329    6369449     86      22  160220    -0.015663      0.50625
ENSG00000158286    1    6165535    6381359     79      20  159912     -0.12512      0.54978
ENSG00000116237    1    6181253    6396032     79      19  159719     -0.45594      0.67578
ENSG00000173673    1    6204252    6405638     70      16  159276     -0.64919      0.74189
ENSG00000158292    1    6207406    6421035     74      15  158724     -0.41155      0.65967
ENSG00000097021    1    6224329    6554451     98      16  156368      0.40818      0.34157
ENSG00000069812    1    6372478    6584730     64      11  155126       1.2472      0.10616
ENSG00000187017    1    6384848    6621430     68      12  155732       1.1532      0.12442
ENSG00000215788    1    6421211    6626255     51       9  155925       1.5463     0.061016
ENSG00000171680    1    6426152    6680121     72      14  156379       3.1057   0.00094928
ENSG00000162408    1    6481407    6714595     82      15  156661       4.2971   8.6532e-06
ENSG00000173662    1    6515241    6739817     84      13  156677       4.6722   1.4897e-06
ENSG00000204859    1    6540061    6749340     80      11  158977       4.6829   1.4139e-06
ENSG00000162413    1    6550784    6774667     89      11  157701       4.7993   7.9627e-07
ENSG00000116273    1    6573745    6784093     89      11  157476       4.8423   6.4184e-07
ENSG00000041988    1    6584926    6795646     85      10  156924       4.9712   3.3262e-07
ENSG00000007923    1    6594228    6861984    104      14  157511        5.149   1.3093e-07
ENSG00000171735    1    6745384    7929766    557     102  159575       3.0443    0.0011663
ENSG00000049245    1    7731329    7941492    106      20  158518       1.4544     0.072919
ENSG00000049246    1    7744380    8005237    124      24  158264       1.3863     0.082832
ENSG00000049247    1    7803143    8013572    111      21  158446       1.3976     0.081115
ENSG00000049249    1    7879907    8100926     88      18  157537      0.29901      0.38247
ENSG00000116288    1    7914351    8145565     76      14  158148      0.21381      0.41535
ENSG00000116285    1    7964464    8186368     65       8  157010     -0.03661       0.5146
ENSG00000162426    1    8277886    8504227     75      15  160136       6.2324   2.2966e-10
ENSG00000142599    1    8312457    8977702    175      18  160706       5.1275   1.4681e-07
ENSG00000074800    1    8821061    9039308     91      20  161279       2.9985    0.0013565
ENSG00000131686    1    8905926    9135151    110      32  161057       2.1526     0.015676
ENSG00000197241    1    8963359    9186404    110      32  161120       1.4088     0.079445
ENSG00000142583    1    8995166    9248537    114      33  161112       1.2776       0.1007
ENSG00000180758    1    9060364    9289229     94      24  160931       1.0612      0.14431
ENSG00000049239    1    9194834    9431396    111      35  159569      0.76127      0.22325
ENSG00000171621    1    9252939    9529591    130      42  159305     -0.45586      0.67576
ENSG00000171612    1    9499541    9745237     71      13  160808     -0.88166      0.81102
ENSG00000188807    1    9548932    9774935     59       9  161382     -0.12195      0.54853
ENSG00000171608    1    9611790    9889172     74      12  161389      0.36338      0.35816
ENSG00000179840    1    9612668    9814644     61      11  161386      0.60244      0.27344
ENSG00000171603    1    9689084    9984584     63      11  161384       0.5713       0.2839
ENSG00000178585    1    9808334   10070394     46       9  160764      -1.4839      0.93108
ENSG00000162441    1    9882173   10103465     39       8  158874      -1.5538      0.93989
ENSG00000173614    1    9903486   10145559     34       6  158497      -1.6369      0.94917
ENSG00000162444    1    9957264   10176078     28       4  157921      -1.3996      0.91918
ENSG00000130939    1    9992890   10341297     76      12  156628      0.62569      0.26576
ENSG00000054523    1   10170863   10541661    133      11  157734       1.4254     0.077019
ENSG00000142657    1   10358649   10580201     96      11  157460       1.1398      0.12718
ENSG00000251503    1   10390159   10612210    106      13  157146      0.88494      0.18809
ENSG00000175279    1   10390159   10612210    106      13  157146      0.88494      0.18809
ENSG00000241563    1   10409776   10611959     99      12  157190      0.82226      0.20547
ENSG00000160049    1   10416579   10632583    105      12  157735      0.60549      0.27243
ENSG00000142655    1   10432345   10790815    146      22  158360      0.39383      0.34685
ENSG00000130940    1   10596661   10956707    108      29  159362     -0.14872      0.55911
ENSG00000175262    1   10906528   11142094     90      21  158765       1.2918     0.098217
ENSG00000120948    1   10972414   11185796     71      14  158524       1.1769      0.11963
ENSG00000009724    1   10986580   11207290     65      10  158316      0.90382      0.18305
ENSG00000116649    1   11014641   11220081     49       6  160580       1.0822      0.13959
ENSG00000171824    1   11026675   11259938     42       4  161405       1.1113      0.13322
ENSG00000198793    1   11066592   11422564     78       6  160931      0.37443      0.35404
ENSG00000171819    1   11149398   11356038     36       3  160379      -1.2094      0.88674
ENSG00000120942    1   11233263   11456106     59       8  160779      -0.9113      0.81893
ENSG00000204624    1   11439223   11697641    103      19  160772        1.701     0.044476
ENSG00000116661    1   11608424   11815842     71      22  161312     0.069805      0.47217
ENSG00000132879    1   11614432   11823384     70      22  161311      0.10782      0.45707
ENSG00000116663    1   11624181   11834411     73      23  161405      0.27371      0.39215
ENSG00000116670    1   11634537   11851707     84      24  160697      0.51043      0.30487
ENSG00000162490    1   11651786   11885914    116      24  159782       1.1333      0.12855
ENSG00000177674    1   11696141   11914859    125      22  157703       1.2622      0.10343
ENSG00000215910    1   11721844   11949642    136      23  157898       1.1807      0.11886
ENSG00000177000    1   11745780   11966977    134      22  157846       1.1773      0.11954
ENSG00000011021    1   11766207   12003201    141      22  157837       1.2068      0.11375
ENSG00000175206    1   11805766   12008402    132      20  157594       1.0613      0.14427
ENSG00000120937    1   11817521   12018988    132      19  157594       1.0353      0.15026
ENSG00000116685    1   11879648   12086485    115      20  158607       0.4631      0.32165
ENSG00000083444    1   11894262   12135595    120      22  158724       0.8579      0.19547
ENSG00000116688    1   11940238   12173571     89      15  161033       0.9665       0.1669
ENSG00000116691    1   11979523   12192102     85      17  160648       1.3181      0.09373
ENSG00000120949    1   12023434   12304264     93      24  160209      0.99329      0.16028
ENSG00000028137    1   12127060   12369285     67      22  155019      0.51357      0.30378
ENSG00000048707    1   12190124   12672099    114      25  157087      0.42226      0.33642
ENSG00000162496    1   12527939   12777737     63      17  159968       1.6945     0.045084
ENSG00000204518    1   12604566   12827097     91      19  158849       2.0562     0.019879
ENSG00000188984    1   12676118   12888726     63      10  158159       1.9989     0.022811
ENSG00000157330    1   12706163   12923847     55       8  158821       2.0683     0.019306
ENSG00000116726    1   12734984   12938049     49       7  158504       1.7615     0.039076
ENSG00000116721    1   12751546   12956777     46       6  158315        1.652      0.04927
ENSG00000204513    1   12784468   12991264     32       4  156963       1.5451     0.061155
ENSG00000179172    1   12807261   13008578     14       4  153648       1.6114     0.053545
ENSG00000120952    1   12816941   13021764     10       2  154959       1.3921     0.081952
ENSG00000204480    1   13594889   13798405     15       5  157111      0.54511      0.29284
ENSG00000204479    1   13616092   13819089     33       8  157501       1.4761     0.069957
ENSG00000204478    1   13636907   13847803     45      13  158272       1.6024     0.054535
ENSG00000162494    1   13701445   13940543    100      29  159994       2.3404    0.0096308
ENSG00000162493    1   13809960   14044452    112      33  160004       2.8259    0.0023577
ENSG00000116731    1   13926693   14251574    158      38  160102       1.8685     0.030849
ENSG00000189337    1   14825200   15544539    374      89  160033        1.411     0.079129
ENSG00000171729    1   15379028   15646976    174      37  159490       -1.074      0.85859
ENSG00000204464    1   15390840   15597813    151      32  159238      -1.2221      0.88917
ENSG00000142621    1   15473768   15826779    201      49  159015      0.11518      0.45415
ENSG00000142634    1   15636391   15856839     89      22  158458      0.97411        0.165
ENSG00000162438    1   15664935   15875737     88      18  158741      0.89159      0.18631
ENSG00000142615    1   15683223   15898586     86      16  159345      0.71692      0.23671
ENSG00000215704    1   15692404   15917895     85      14  159321       0.5373      0.29553
ENSG00000132906    1   15717327   15953029     86      12  159790       0.3662      0.35711
ENSG00000116138    1   15753308   16018874     88       9  158410     -0.13418      0.55337
ENSG00000116771    1   15798848   16011605     69       6  159891     0.097373      0.46122
ENSG00000197312    1   15843995   16095539     87       9  158782      0.45105      0.32598
ENSG00000215695    1   15886364   16088217     70       8  158145      0.67385       0.2502
ENSG00000116786    1   15910827   16161264     85      12  157569      0.33679      0.36814
ENSG00000162461    1   15962900   16167891     81      14  157286     0.040997      0.48365
ENSG00000162460    1   15968917   16174477     80      14  157235     0.024569       0.4902
ENSG00000162458    1   15983102   16213089     91      17  157016     0.025072         0.49
ENSG00000065526    1   16074359   16366955    127      17  157097     -0.46941      0.68061
ENSG00000116809    1   16168364   16402627    104      14  155705    -0.088351       0.5352
ENSG00000183888    1   16230731   16435302     89      14  155248     -0.21763      0.58614
ENSG00000173641    1   16240523   16446089     90      14  155317     -0.24164      0.59547
ENSG00000186510    1   16245370   16460545     97      17  155368    -0.025027      0.50998
ENSG00000184908    1   16270272   16483803     98      20  155708     -0.11611      0.54622
ENSG00000185519    1   16284264   16500127    105      22  156395     0.019156      0.49236
ENSG00000142627    1   16350832   16582582     99      19  157517       0.6962      0.24315
ENSG00000142632    1   16424349   16639104     96      14  160511       1.2606      0.10373
ENSG00000204377    1   16455368   16656038     91      12  160875       1.1944      0.11616
ENSG00000132881    1   16458195   16663657     93      12  160887       1.2205      0.11114
ENSG00000037637    1   16473334   16778949    113      14  160233       1.2043      0.11423
ENSG00000055070    1   16579070   16824640     70      10  158887       1.5837      0.05663
ENSG00000187144    1   16613612   16863919     58      10  159009       1.4217     0.077553
ENSG00000157191    1   16667167   16886573     41       9  158015       1.2158      0.11203
ENSG00000268674    1   16765561   16966070     19       3  158608        1.539     0.061908
ENSG00000219481    1   16788814   17040057     10       3  156090       1.5629     0.059034
ENSG00000058453    1   16966768   17399474     76      11  156420       2.3072     0.010522
ENSG00000117122    1   17200997   17407330     87      10  156825       2.3688    0.0089237
ENSG00000159363    1   17212453   17438423    108      12  156522       2.1874     0.014356
ENSG00000117118    1   17245217   17480665    119      14  156973       2.1573     0.015491
ENSG00000117115    1   17293256   17545948    146      20  157710        2.086     0.018488
ENSG00000142623    1   17431621   17672500    138      29  159047      0.14609      0.44192
ENSG00000142619    1   17475593   17710728    152      33  159038      0.03956      0.48422
ENSG00000159339    1   17534690   17790499    162      32  159466      0.43316      0.33245
ENSG00000269468    1   17555507   17776070    154      30  159499      0.32256      0.37351
ENSG00000179051    1   17633256   17866220    105      20  160109      0.22157      0.41232
ENSG00000074964    1   17766330   18124369     93      21  160203       1.1246      0.13039
ENSG00000117148    1   17981808   18253558    124      26  160838      0.27805      0.39049
ENSG00000117154    1   18334240   18804977    308      71  160167       1.4401      0.07492
ENSG00000179023    1   18707424   18912478    138      35  160461      0.66778      0.25214
ENSG00000009709    1   18857500   19175360    149      41  160764     -0.34353       0.6344
ENSG00000179002    1   19066093   19286176     96      28  159292     -0.71892      0.76391
ENSG00000255275    1   19075767   19347615    114      33  158944      -1.0194      0.84599
ENSG00000159423    1   19097926   19329275     88      28  159927     -0.70844      0.76066
ENSG00000169991    1   19130775   19383180     88      24  157677     -0.57012       0.7157
ENSG00000127481    1   19301000   19636770    136      17  154868     -0.18371      0.57288
ENSG00000127463    1   19442158   19678046    106      19  155304      0.36178      0.35876
ENSG00000053372    1   19478033   19686622    108      20  156272      0.55745      0.28861
ENSG00000162482    1   19509052   19715744    115      21  155707      0.89431      0.18558
ENSG00000053371    1   19530459   19738640    123      20  156590      0.91333      0.18053
ENSG00000040487    1   19538820   19755794    133      20  157388       1.0931      0.13717
ENSG00000077549    1   19565267   19912066    198      28  158281       1.3408     0.089994
ENSG00000270136    1   19823473   20084549    107      22  161074        0.581      0.28062
ENSG00000173436    1   19823477   20056314     97      19  161040      0.72625      0.23384
ENSG00000158747    1   19867048   20084945     89      19  161223      0.54718      0.29213
ENSG00000158748    1   19891780   20106055     90      19  161017      0.41913      0.33756
ENSG00000162542    1   19908706   20226438    143      37  159147     0.056922       0.4773
ENSG00000178828    1   20040523   20241771     85      25  156834     -0.90005      0.81595
ENSG00000169914    1   20109006   20339438    110      29  158043     -0.60669      0.72797
ENSG00000188784    1   20146502   20350110     92      22  159887     -0.37094      0.64466
ENSG00000188257    1   20201925   20406932     94      24  159147     -0.15457      0.56142
ENSG00000127472    1   20254672   20517683    105      27  159608     -0.15751      0.56258
ENSG00000117215    1   20338432   20546050     81      23  158180      0.16117      0.43598
ENSG00000158786    1   20365819   20576879     96      28  158296      0.34004      0.36691
ENSG00000187980    1   20387746   20603917    107      30  158714      0.38298      0.35087
ENSG00000162543    1   20412578   20622541     94      27  159124        1.075      0.14119
ENSG00000158816    1   20517412   20781387    157      33  157412       2.2147     0.013391
ENSG00000162545    1   20708884   20912713    121      29  157328        2.399      0.00822
ENSG00000090432    1   20725943   20934654    135      32  157605       2.0854     0.018517
ENSG00000183114    1   20778932   20981512    143      29  157986       1.6938     0.045148
ENSG00000158825    1   20815441   21045401    163      32  158462       1.6638     0.048072
ENSG00000158828    1   20859948   21078004    159      33  158945        1.992     0.023188
ENSG00000244038    1   20878270   21088000    152      31  159607       1.7794     0.037583
ENSG00000117245    1   20890507   21144510    151      30  160002       1.7181     0.042892
ENSG00000189410    1   20946225   21159330     96      20  160217       2.1057     0.017614
ENSG00000127483    1   20969154   21213816     99      18  160207       2.1974     0.013997
ENSG00000075151    1   21032963   21603377    138      12  159112        2.415    0.0078666
ENSG00000117298    1   21443740   21771997    106      24  154787       2.4994    0.0062199
ENSG00000142794    1   21666621   21911498    105      27  156335      -1.3911       0.9179
ENSG00000162551    1   21735858   22004905    139      35  158959     -0.02636      0.51051
ENSG00000076864    1   21822708   22095801    164      40  158646       1.8073     0.035355
ENSG00000090686    1   21904791   22210099    140      34  157637       2.3487    0.0094204
ENSG00000187942    1   22038758   22251714     78      16  155850       2.2231     0.013103
ENSG00000142798    1   22048738   22363790    104      22  156586       1.7873     0.036941
ENSG00000219073    1   22203514   22425135     66      13  154630       2.1948      0.01409
ENSG00000142789    1   22228149   22439032     61      13  154612       2.3615    0.0091006
ENSG00000070831    1   22279120   22519437    102      24  153929         2.24     0.012545
ENSG00000162552    1   22343798   22570462    132      28  154370        2.049     0.020233
ENSG00000184677    1   22678344   22957650    117      24  159792      -1.1965      0.88426
ENSG00000070886    1   22790057   23030087     94      21  159773     -0.20247      0.58023
ENSG00000173372    1   22862999   23066101     87      19  160695     0.080622      0.46787
ENSG00000159189    1   22870123   23074603     90      19  160836   -0.0023155      0.50092
ENSG00000173369    1   22879255   23088031     88      18  160823    -0.051164       0.5204
ENSG00000133216    1   22937332   23341818    165      39  161157       1.8863     0.029625
ENSG00000215906    1   23179536   23391831     52       9  161405        1.443     0.074516
ENSG00000227868    1   23237327   23442343     58       6  159092       1.0794      0.14019
ENSG00000004487    1   23245941   23510182     79       8  158433      0.85865      0.19527
ENSG00000169641    1   23310516   23604301     97       9  158985      0.58212      0.28024
ENSG00000179546    1   23416993   23621222     74       8  159139      0.61014      0.27088
ENSG00000125944    1   23530264   23770829     78      12  160917       1.4802     0.069407
ENSG00000125945    1   23585941   23795935     64      10  160772       1.7929     0.036497
ENSG00000249087    1   23595490   23798332     62      10  160752       1.8201     0.034369
ENSG00000204219    1   23607554   23851233     70      13  160803       1.7771     0.037776
ENSG00000088280    1   23655056   23911061     82      19  159325       1.4222     0.077483
ENSG00000007968    1   23732922   23957712     61      18  158268       0.8831      0.18859
ENSG00000117318    1   23784409   23986285     54      19  158177       1.3579     0.087252
ENSG00000197880    1   23807985   24067058     74      21  157885      0.64254      0.26026
ENSG00000142676    1   23918269   24122915     56      13  158762      0.76959      0.22077
ENSG00000011007    1   23969645   24188549     56       7  159509     -0.39846      0.65485
ENSG00000057757    1   24004895   24214722     52       5  160409     0.069383      0.47234
ENSG00000011009    1   24017460   24222029     55       5  160463      0.14085        0.444
ENSG00000117308    1   24022089   24227271     53       5  160428      0.18179      0.42787
ENSG00000117305    1   24028375   24265110     50       4  160480      0.19198      0.42388
ENSG00000179163    1   24071567   24294784     44       4  161006      0.28909      0.38625
ENSG00000188822    1   24097016   24385549     48       5  161405      0.38433      0.35037
ENSG00000189266    1   24185599   24389952     30       7  160722      0.29535      0.38386
ENSG00000188529    1   24191294   24407417     47       9  160969      0.95015      0.17102
ENSG00000142661    1   24282525   24538665    115      24  158368       1.0055      0.15734
ENSG00000142677    1   24346261   24569611    125      27  158033      0.87402      0.19105
ENSG00000185436    1   24380647   24614449    145      34  156171      0.39646      0.34588
ENSG00000158055    1   24545812   24790972    136      21  155480       1.1572      0.12359
ENSG00000001460    1   24583489   24843424    129      19  156224       1.4199     0.077817
ENSG00000001461    1   24642284   24899466    134      19  157434       1.6017     0.054607
ENSG00000117602    1   24729387   24967530    105      21  157984       2.6956    0.0035129
ENSG00000184454    1   24782602   25035819     83      20  159349       2.8404    0.0022531
ENSG00000133226    1   24858207   25099758     79      20  159245        2.689    0.0035837
ENSG00000169504    1   24971848   25270815     86      13  161218      0.48831      0.31267
ENSG00000020633    1   25126002   25391612    148      32  159907    -0.082296      0.53279
ENSG00000117614    1   25449170   25658993     28       6  160442       1.3835     0.083251
ENSG00000117616    1   25468728   25764704     29       6  160742      0.76378       0.2225
ENSG00000187010    1   25498884   25756936     18       4  161405     -0.24809      0.59797
ENSG00000183726    1   25564408   25788852     15       1  161405     -0.27807      0.60952
ENSG00000188672    1   25588740   25856683     17       1  161405     -0.33768       0.6322
ENSG00000204178    1   25657388   25926700     30       4  161405      -1.0992      0.86415
ENSG00000157978    1   25770071   25995377     30       4  161405      -1.1075      0.86595
ENSG00000117643    1   25843959   26212698    128      18  157939     0.078645      0.46866
ENSG00000162430    1   26026667   26244713    108      12  158209      0.93029      0.17611
ENSG00000255054    1   26037961   26250235    102      11  159007        1.015      0.15505
ENSG00000117640    1   26045131   26259432    103      11  159031        1.061      0.14434
ENSG00000223474    1   26045212   26247288     98      10  158910       1.0427      0.14855
ENSG00000127423    1   26058414   26285903    111      12  159202       1.0977      0.13616
ENSG00000182749    1   26087701   26297744    100      10  160648       1.0912       0.1376
ENSG00000117632    1   26110672   26333482    103      10  161056      0.87466      0.19088
ENSG00000158006    1   26186258   26424648     91      11  161036       1.0888      0.13813
ENSG00000158008    1   26246375   26462955     73       8  161261      0.12486      0.45032
ENSG00000158014    1   26263743   26472624     67       8  161249    -0.038597      0.51539
ENSG00000158022    1   26277795   26494927     72       9  161259     -0.10452      0.54162
ENSG00000175087    1   26337664   26552034     87      13  160617     0.053687      0.47859
ENSG00000197245    1   26385511   26589119     86      13  160033      0.72359      0.23466
ENSG00000142684    1   26396362   26598551     92      14  159962        1.161      0.12283
ENSG00000142675    1   26403894   26616377     96      15  159899       1.4912     0.067955
ENSG00000188782    1   26417052   26629459    103      15  159973       1.5046     0.066212
ENSG00000130695    1   26460691   26705299    144      19  160392       1.4698     0.070804
ENSG00000142669    1   26505667   26708007    124      16  160242       1.5773      0.05736
ENSG00000158062    1   26507819   26744854    141      20  160370       1.5739     0.057757
ENSG00000169442    1   26544448   26747014    120      17  160610       1.5864     0.056329
ENSG00000176092    1   26548350   26780621    130      20  160450       1.6135     0.053319
ENSG00000176083    1   26588125   26801013    122      22  160183       1.4894     0.068193
ENSG00000131914    1   26637269   26856213    102      22  159856      0.67554      0.24967
ENSG00000117682    1   26658773   26897785     99      21  159899    -0.062058      0.52474
ENSG00000198830    1   26698941   26902463     79      14  159502      0.23899      0.40556
ENSG00000117676    1   26756252   27001521     61      11  159391     -0.29951      0.61772
ENSG00000117713    1   26922524   27208595     48       6  158348       2.1217     0.016931
ENSG00000060642    1   27013963   27224889     50       6  156211       2.1469     0.015899
ENSG00000204160    1   27053201   27284093     56       6  151377       2.1403     0.016167
ENSG00000175793    1   27089633   27290947     48       6  149235       2.1686     0.015055
ENSG00000142751    1   27102624   27316788     48       6  148610       2.1318     0.016511
ENSG00000198746    1   27116979   27326957     48       6  147398       2.0886     0.018371
ENSG00000090273    1   27126729   27373353     54       7  145937        1.972     0.024306
ENSG00000131910    1   27137980   27340457     50       6  146454       2.0022     0.022634
ENSG00000175707    1   27176053   27386897     52       8  144558       1.7966     0.036201
ENSG00000253368    1   27220198   27427389     46       9  144855        2.379      0.00868
ENSG00000158246    1   27231511   27439327     41       9  145600       2.6043    0.0046028
ENSG00000090020    1   27325306   27593472     49       9  155407       3.1273   0.00088216
ENSG00000142784    1   27461007   27735110     60      11  159086       2.6579    0.0039318
ENSG00000186501    1   27548651   27762891     51       9  158297       1.2486       0.1059
ENSG00000142765    1   27568513   27780421     49       8  157380        1.182       0.1186
ENSG00000142733    1   27581675   27793383     53       7  157319        1.122      0.13093
ENSG00000142748    1   27595603   27801315     51       7  157764       1.1172      0.13196
ENSG00000174950    1   27605666   27809870     50       6  157691       1.0155      0.15494
ENSG00000181773    1   27619148   27822318     50       6  157281       1.0364      0.15002
ENSG00000158195    1   27630730   27916669     55       5  156001      0.97792      0.16406
ENSG00000126705    1   27760546   28030942     35       5  150339       1.5733     0.057827
ENSG00000000938    1   27838575   28061788     25       6  146830       1.9365     0.026405
ENSG00000126709    1   27892572   28098729     26       4  149534       1.8847     0.029738
ENSG00000009780    1   27952490   28189633     30       3  155603        1.166       0.1218
ENSG00000117758    1   27999694   28250963     50       6  157408      0.80418      0.21065
ENSG00000117751    1   28057289   28278187     55       8  158660      0.85484      0.19632
ENSG00000268552    1   28077085   28277255     50       8  159141      0.72546      0.23409
ENSG00000130775    1   28099055   28313196     57      10  159933      0.52998      0.29806
ENSG00000117748    1   28118035   28341257     62      11  160412      0.28325      0.38849
ENSG00000130768    1   28161504   28385668     74      12  160544      0.14582      0.44203
ENSG00000158156    1   28185973   28394607     75      11  160655      0.10453      0.45838
ENSG00000158161    1   28196855   28515207    101      16  160210      0.13625      0.44581
ENSG00000169403    1   28373677   28620447     62      12  157528       1.2955     0.097573
ENSG00000126698    1   28425967   28659536     53      10  156463       1.6802     0.046463
ENSG00000215902    1   28427013   28627152     44       8  156068       1.4831     0.069026
