# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000107404    1    1170656    1384730     58      10  482152     -0.34185   -3.4417e-15     -0.34185
ENSG00000162576    1    1188069    1397157     51       8  482730     -0.13876   -3.4694e-15     -0.13876
ENSG00000175756    1    1209110    1410875     43       7  482730     -0.16958   -3.4694e-15     -0.16958
ENSG00000221978    1    1221091    1434708     35       5  482730     0.063764   -3.4694e-15     0.063764
ENSG00000224870    1    1234902    1437426     31       4  482730       0.1806   -3.4694e-15       0.1806
ENSG00000242485    1    1237288    1442693     30       4  482730      0.21758   -3.4694e-15      0.21758
ENSG00000235098    1    1253800    1457149     27       4  471940       0.3907   -3.4417e-15       0.3907
ENSG00000205116    1    1261508    1463167     25       5  467220      0.34477   -3.4417e-15      0.34477
ENSG00000179403    1    1270241    1478262     31       6  446934      0.32799   -3.4417e-15      0.32799
ENSG00000215915    1    1285069    1505538     42       8  429257      0.38282   -3.4417e-15      0.38282
ENSG00000160072    1    1307143    1533228     37       8  419221      0.46074   -3.4417e-15      0.46074
ENSG00000197785    1    1347531    1570067     32       7  409298      0.20132   -3.4694e-15      0.20132
ENSG00000205090    1    1370554    1575833     29       6  401702      0.22288   -3.4694e-15      0.22288
ENSG00000160075    1    1377053    1610249     31       7  403575      0.17517   -3.4694e-15      0.17517
ENSG00000215014    1    1410355    1611373     31       7  403575      0.17517   -3.4694e-15      0.17517
ENSG00000228594    1    1433392    1635476     35       8  408514    -0.040241   -3.4625e-15    -0.040241
ENSG00000197530    1    1450795    1665990     36       9  412584      0.28842   -3.4417e-15      0.28842
ENSG00000189409    1    1467474    1670639     31       7  417126      0.43517   -3.4417e-15      0.43517
ENSG00000248333    1    1470603    1690473     36       9  428916       0.2796   -3.4417e-15       0.2796
ENSG00000189339    1    1492939    1724167     39      10  455517     -0.12049   -3.4694e-15     -0.12049
ENSG00000008128    1    1534169    1755766     36       8  462741     -0.43389   -3.4417e-15     -0.43389
ENSG00000215790    1    1556277    1777431     42       8  463600     0.053398   -3.4625e-15     0.053398
ENSG00000008130    1    1582671    1811896     53       8  462247      0.32679   -3.4417e-15      0.32679
ENSG00000078369    1    1616729    1922495     88      10  466823      0.14732   -3.4694e-15      0.14732
ENSG00000169885    1    1746266    1948735     68      11  463772      0.27577   -3.4417e-15      0.27577
ENSG00000178821    1    1749029    1950712     68      11  462024      0.34347   -3.4417e-15      0.34347
ENSG00000142609    1    1753396    2035276     94      18  440473     0.094161   -3.4694e-15     0.094161
ENSG00000187730    1    1850780    2062192     77      18  432983      0.58575   -3.4417e-15      0.58575
ENSG00000067606    1    1881909    2216834    114      16  424996      0.67278   -3.4417e-15      0.67278
ENSG00000162585    1    2015903    2244159    103      14  422869      0.86911   -3.4417e-15      0.86911
ENSG00000269554    1    2021237    2223179     84       9  432847      0.84634   -3.4417e-15      0.84634
ENSG00000203301    1    2043360    2245620     81      12  421579      0.83986   -3.4417e-15      0.83986
ENSG00000157933    1    2060134    2341558    130      28  406948      0.44907   -3.4417e-15      0.44907
ENSG00000116151    1    2152692    2423146    117      37  385309      0.50458   -3.4417e-15      0.50458
ENSG00000269753    1    2158581    2359042     95      29  386533     -0.11688   -3.4694e-15     -0.11688
ENSG00000157916    1    2223267    2436883    103      34  391028      0.36085   -3.4417e-15      0.36085
ENSG00000157911    1    2236236    2445236     96      31  396255      0.12796   -3.4694e-15      0.12796
ENSG00000149527    1    2257419    2536969    134      31  424532      0.24423   -3.4694e-15      0.24423
ENSG00000157881    1    2339972    2558039     91      14  450860      0.26663   -3.4417e-15      0.26663
ENSG00000197921    1    2360184    2561684     83      12  457810      0.33368   -3.4417e-15      0.33368
ENSG00000157873    1    2387078    2596821     76      10  468048      0.24702   -3.4694e-15      0.24702
ENSG00000157870    1    2417930    2622908     68       8  478115    -0.075784   -3.4694e-15    -0.075784
ENSG00000142606    1    2422078    2664481     65       7  482472     -0.20095   -3.4694e-15     -0.20095
ENSG00000215912    1    2467415    2818286     66       8  462301      0.29515   -3.4417e-15      0.29515
ENSG00000169717    1    2838046    3039465     69      14  384297     -0.27699   -3.4417e-15     -0.27699
ENSG00000142611    1    2885732    3455185    229      65  399585      -1.1214   -3.5527e-15      -1.1214
ENSG00000130762    1    3270990    3497677     88      25  432657     -0.67425   -3.4417e-15     -0.67425
ENSG00000162591    1    3306484    3628059    121      40  419782      -1.0243   -3.5527e-15      -1.0243
ENSG00000158109    1    3441566    3646691     78      32  394986     -0.87081   -3.4417e-15     -0.87081
ENSG00000116213    1    3447331    3669325     93      35  403548      -1.0964   -3.5527e-15      -1.0964
ENSG00000078900    1    3469084    3752765    134      42  404746     -0.59145   -3.4417e-15     -0.59145
ENSG00000162592    1    3568962    3788209    117      27  405008     -0.45067   -3.4417e-15     -0.45067
ENSG00000235169    1    3589352    3792546    106      23  406751     -0.30974   -3.4417e-15     -0.30974
ENSG00000130764    1    3596784    3813068    116      26  404961     -0.47489   -3.4417e-15     -0.47489
ENSG00000116198    1    3628645    3873778    116      26  404239     -0.33709   -3.4417e-15     -0.33709
ENSG00000169598    1    3673845    3901993     88      17  396649     0.097523   -3.4694e-15     0.097523
ENSG00000198912    1    3705689    3916857     67      13  393168    -0.091322   -3.4694e-15    -0.091322
ENSG00000196581    1    4614792    4952594    242      67  384942       1.1449   -3.5527e-15       1.1449
ENSG00000131697    1    5822871    6152533    155      27  392696      -1.1836   -3.5527e-15      -1.1836
ENSG00000069424    1    5951526    6261253    139      31  392936     -0.24276   -3.4694e-15     -0.24276
ENSG00000268332    1    6000630    6201399     91      24  393802   -0.0086781   -3.4642e-15   -0.0086781
ENSG00000116254    1    6061853    6340183    116      32  410664      0.33132   -3.4417e-15      0.33132
ENSG00000116251    1    6141329    6369449    103      27  415381      -0.3373   -3.4417e-15      -0.3373
ENSG00000158286    1    6165535    6381359     93      25  415884     -0.22445   -3.4694e-15     -0.22445
ENSG00000116237    1    6181253    6396032     93      24  416626     -0.63486   -3.4417e-15     -0.63486
ENSG00000173673    1    6204252    6405638     80      19  421438     -0.82249   -3.4417e-15     -0.82249
ENSG00000158292    1    6207406    6421035     85      18  420239     -0.96123   -3.4417e-15     -0.96123
ENSG00000097021    1    6224329    6554451    111      19  436953     -0.96757   -3.4417e-15     -0.96757
ENSG00000069812    1    6372478    6584730     69      12  445678      -1.1509   -3.5527e-15      -1.1509
ENSG00000187017    1    6384848    6621430     73      13  453176       -1.243   -3.5527e-15       -1.243
ENSG00000215788    1    6421211    6626255     56      11  468206      -1.1699   -3.5527e-15      -1.1699
ENSG00000171680    1    6426152    6680121     79      16  472339      -1.1784   -3.5527e-15      -1.1784
ENSG00000162408    1    6481407    6714595     93      18  475357      -2.0585   -3.5527e-15      -2.0585
ENSG00000173662    1    6515241    6739817     91      15  479765      -2.0589   -3.5527e-15      -2.0589
ENSG00000204859    1    6540061    6749340     85      13  479359      -1.7915   -3.5527e-15      -1.7915
ENSG00000162413    1    6550784    6774667     94      12  479503       -1.849   -3.5527e-15       -1.849
ENSG00000116273    1    6573745    6784093     94      12  479503      -1.8633   -3.5527e-15      -1.8633
ENSG00000041988    1    6584926    6795646     90      11  480374      -1.9467   -3.5527e-15      -1.9467
ENSG00000007923    1    6594228    6861984    109      15  478818      -1.8142   -3.5527e-15      -1.8142
ENSG00000171735    1    6745384    7929766    566     104  430314     -0.15328   -3.4694e-15     -0.15328
ENSG00000049245    1    7731329    7941492    106      20  469228      -0.8476   -3.4417e-15      -0.8476
ENSG00000049246    1    7744380    8005237    125      24  470653      -1.0382   -3.5527e-15      -1.0382
ENSG00000049247    1    7803143    8013572    112      22  472036     -0.88002   -3.4417e-15     -0.88002
ENSG00000049249    1    7879907    8100926     89      18  455336    -0.047381   -3.4625e-15    -0.047381
ENSG00000116288    1    7914351    8145565     76      14  446766      0.01396   -3.4642e-15      0.01396
ENSG00000116285    1    7964464    8186368     65       9  423422     -0.29471   -3.4417e-15     -0.29471
ENSG00000162426    1    8277886    8504227     72      15  434859      -1.1937   -3.5527e-15      -1.1937
ENSG00000142599    1    8312457    8977702    179      19  445211      0.48278   -3.4417e-15      0.48278
ENSG00000074800    1    8821061    9039308     95      22  408759       0.6366   -3.4417e-15       0.6366
ENSG00000131686    1    8905926    9135151    117      36  422903      0.84864   -3.4417e-15      0.84864
ENSG00000197241    1    8963359    9186404    118      37  422819      0.95238   -3.4417e-15      0.95238
ENSG00000142583    1    8995166    9248537    124      38  420105       1.2294   -3.5527e-15       1.2294
ENSG00000180758    1    9060364    9289229    103      28  420351       1.7498   -3.5527e-15       1.7498
ENSG00000049239    1    9194834    9431396    115      38  385166      0.60744   -3.4417e-15      0.60744
ENSG00000171621    1    9252939    9529591    133      44  383126     -0.15255   -3.4694e-15     -0.15255
ENSG00000171612    1    9499541    9745237     70      14  418381       1.2524   -3.5527e-15       1.2524
ENSG00000188807    1    9548932    9774935     59      10  426734        1.163   -3.5527e-15        1.163
ENSG00000171608    1    9611790    9889172     83      15  411600      0.84573   -3.4417e-15      0.84573
ENSG00000179840    1    9612668    9814644     64      12  418055      0.99463   -3.4417e-15      0.99463
ENSG00000171603    1    9689084    9984584     74      14  385227      0.34078   -3.4417e-15      0.34078
ENSG00000178585    1    9808334   10070394     58      13  383432       1.7015   -3.5527e-15       1.7015
ENSG00000162441    1    9882173   10103465     45      10  383299       2.2336   -3.5527e-15       2.2336
ENSG00000173614    1    9903486   10145559     40       8  383954        2.209   -3.5527e-15        2.209
ENSG00000162444    1    9957264   10176078     35       6  384696        2.313   -3.5527e-15        2.313
ENSG00000130939    1    9992890   10341297     87      14  431805       2.3935   -3.5527e-15       2.3935
ENSG00000054523    1   10170863   10541661    141      13  454084       1.1765   -3.5527e-15       1.1765
ENSG00000142657    1   10358649   10580201     96      11  442505      0.30578   -3.4417e-15      0.30578
ENSG00000251503    1   10390159   10612210    105      13  433168      0.28803   -3.4417e-15      0.28803
ENSG00000175279    1   10390159   10612210    105      13  433168      0.28803   -3.4417e-15      0.28803
ENSG00000241563    1   10409776   10611959     97      12  431243     0.063635   -3.4694e-15     0.063635
ENSG00000160049    1   10416579   10632583    103      12  430875      0.09572   -3.4694e-15      0.09572
ENSG00000142655    1   10432345   10790815    154      24  417131       0.3046   -3.4417e-15       0.3046
ENSG00000130940    1   10596661   10956707    147      44  407071     -0.20987   -3.4694e-15     -0.20987
ENSG00000175262    1   10906528   11142094     96      24  457908      -1.5543   -3.5527e-15      -1.5543
ENSG00000120948    1   10972414   11185796     72      14  478491     -0.75674   -3.4417e-15     -0.75674
ENSG00000009724    1   10986580   11207290     68      11  479721     -0.41646   -3.4417e-15     -0.41646
ENSG00000116649    1   11014641   11220081     52       7  479117     -0.12482   -3.4694e-15     -0.12482
ENSG00000171824    1   11026675   11259938     47       5  478733    -0.023263   -3.4625e-15    -0.023263
ENSG00000198793    1   11066592   11422564     85       8  479753     -0.23701   -3.4694e-15     -0.23701
ENSG00000171819    1   11149398   11356038     41       4  477376   -0.0012442   -3.4636e-15   -0.0012442
ENSG00000120942    1   11233263   11456106     63       9  477468      -0.2021   -3.4694e-15      -0.2021
ENSG00000204624    1   11439223   11697641    109      20  449618       1.3471   -3.5527e-15       1.3471
ENSG00000116661    1   11608424   11815842     87      29  387407        2.505   -3.5527e-15        2.505
ENSG00000132879    1   11614432   11823384     86      29  386299       2.4223   -3.5527e-15       2.4223
ENSG00000116663    1   11624181   11834411     89      30  391742       2.4213   -3.5527e-15       2.4213
ENSG00000116670    1   11634537   11851707    100      31  403429       2.2376   -3.5527e-15       2.2376
ENSG00000162490    1   11651786   11885914    131      30  425369       1.6239   -3.5527e-15       1.6239
ENSG00000177674    1   11696141   11914859    140      26  440196       1.4767   -3.5527e-15       1.4767
ENSG00000215910    1   11721844   11949642    148      26  450173       1.2167   -3.5527e-15       1.2167
ENSG00000177000    1   11745780   11966977    140      23  459400      0.99598   -3.4417e-15      0.99598
ENSG00000011021    1   11766207   12003201    142      23  466933      0.89976   -3.4417e-15      0.89976
ENSG00000175206    1   11805766   12008402    132      20  474528      0.86242   -3.4417e-15      0.86242
ENSG00000120937    1   11817521   12018988    133      20  480844      0.68593   -3.4417e-15      0.68593
ENSG00000116685    1   11879648   12086485    115      21  480257     -0.15751   -3.4694e-15     -0.15751
ENSG00000083444    1   11894262   12135595    119      22  477273      -0.5645   -3.4417e-15      -0.5645
ENSG00000116688    1   11940238   12173571     95      17  465047      -1.5962   -3.5527e-15      -1.5962
ENSG00000116691    1   11979523   12192102     93      20  459415      -1.3457   -3.5527e-15      -1.3457
ENSG00000120949    1   12023434   12304264    112      31  451693      -1.5508   -3.5527e-15      -1.5508
ENSG00000028137    1   12127060   12369285     87      30  442890    -0.078271   -3.4694e-15    -0.078271
ENSG00000048707    1   12190124   12672099    156      37  435269     -0.11482   -3.4694e-15     -0.11482
ENSG00000162496    1   12527939   12777737     93      28  404755      0.15045   -3.4694e-15      0.15045
ENSG00000204518    1   12604566   12827097    104      24  430325     -0.10898   -3.4694e-15     -0.10898
ENSG00000188984    1   12676118   12888726     73      13  436136      0.54099   -3.4417e-15      0.54099
ENSG00000157330    1   12706163   12923847     60      10  448312      0.56771   -3.4417e-15      0.56771
ENSG00000116726    1   12734984   12938049     51       8  460587       0.3703   -3.4417e-15       0.3703
ENSG00000116721    1   12751546   12956777     48       7  465702      0.11262   -3.4694e-15      0.11262
ENSG00000204513    1   12784468   12991264     34       4  476162      -0.5851   -3.4417e-15      -0.5851
ENSG00000179172    1   12807261   13008578     16       5  468774      -0.3195   -3.4417e-15      -0.3195
ENSG00000120952    1   12816941   13021764     12       3  464121     -0.25763   -3.4417e-15     -0.25763
ENSG00000243073    1   12839045   13046025      2       1  371079     -0.51348   -3.4417e-15     -0.51348
ENSG00000187545    1   12852727   13058101      2       1  371079     -0.51348   -3.4417e-15     -0.51348
ENSG00000204510    1   12876450   13080569      1       1  363402      0.19983   -3.4694e-15      0.19983
ENSG00000232423    1   12898181   13217751      1       1  363402      0.19983   -3.4694e-15      0.19983
ENSG00000204480    1   13594889   13798405     13       4  442596      0.79599   -3.4417e-15      0.79599
ENSG00000204479    1   13616092   13819089     32       8  444073      0.75141   -3.4417e-15      0.75141
ENSG00000204478    1   13636907   13847803     52      17  420950       1.4995   -3.5527e-15       1.4995
ENSG00000162494    1   13701445   13940543    109      33  398577       0.7949   -3.4417e-15       0.7949
ENSG00000162493    1   13809960   14044452    122      38  392224      0.35266   -3.4417e-15      0.35266
ENSG00000116731    1   13926693   14251574    157      40  419301      -0.5609   -3.4417e-15      -0.5609
ENSG00000189337    1   14825200   15544539    408      99  392992     -0.69956   -3.4417e-15     -0.69956
ENSG00000171729    1   15379028   15646976    180      38  424958      0.11529   -3.4694e-15      0.11529
ENSG00000204464    1   15390840   15597813    155      33  417760     0.078441   -3.4694e-15     0.078441
ENSG00000142621    1   15473768   15826779    202      50  448111    -0.052812   -3.4625e-15    -0.052812
ENSG00000142634    1   15636391   15856839     87      21  480936     -0.13942   -3.4694e-15     -0.13942
ENSG00000162438    1   15664935   15875737     86      18  481110     0.031744   -3.4625e-15     0.031744
ENSG00000142615    1   15683223   15898586     84      15  481071      0.17015   -3.4694e-15      0.17015
ENSG00000215704    1   15692404   15917895     84      13  480872      0.14778   -3.4694e-15      0.14778
ENSG00000132906    1   15717327   15953029     83      12  480849      0.26741   -3.4417e-15      0.26741
ENSG00000116138    1   15753308   16018874     90      10  480995      0.44507   -3.4417e-15      0.44507
ENSG00000116771    1   15798848   16011605     69       6  481759      0.50745   -3.4417e-15      0.50745
ENSG00000197312    1   15843995   16095539     88      10  481778      0.21052   -3.4694e-15      0.21052
ENSG00000215695    1   15886364   16088217     70       8  481533      0.28239   -3.4417e-15      0.28239
ENSG00000116786    1   15910827   16161264     86      12  480975    -0.068459   -3.4694e-15    -0.068459
ENSG00000162461    1   15962900   16167891     82      14  481094     -0.31102   -3.4417e-15     -0.31102
ENSG00000162460    1   15968917   16174477     81      14  481074     -0.35024   -3.4417e-15     -0.35024
ENSG00000162458    1   15983102   16213089     92      18  481090     -0.56805   -3.4417e-15     -0.56805
ENSG00000065526    1   16074359   16366955    132      19  480672      -1.4308   -3.5527e-15      -1.4308
ENSG00000116809    1   16168364   16402627    108      15  481147      -1.4509   -3.5527e-15      -1.4509
ENSG00000183888    1   16230731   16435302     95      15  481106      -1.5971   -3.5527e-15      -1.5971
ENSG00000173641    1   16240523   16446089     97      16  481140      -1.6176   -3.5527e-15      -1.6176
ENSG00000186510    1   16245370   16460545    104      19  481086      -1.6199   -3.5527e-15      -1.6199
ENSG00000184908    1   16270272   16483803    103      22  481232      -1.9176   -3.5527e-15      -1.9176
ENSG00000185519    1   16284264   16500127    110      24  481328      -2.0251   -3.5527e-15      -2.0251
ENSG00000142627    1   16350832   16582582    101      19  482564       -1.077   -3.5527e-15       -1.077
ENSG00000142632    1   16424349   16639104     96      13  482381     0.034015   -3.4625e-15     0.034015
ENSG00000204377    1   16455368   16656038     90      12  482544      0.19048   -3.4694e-15      0.19048
ENSG00000132881    1   16458195   16663657     92      12  482548      0.22542   -3.4694e-15      0.22542
ENSG00000037637    1   16473334   16778949    115      14  480641      0.28283   -3.4417e-15      0.28283
ENSG00000055070    1   16579070   16824640     75      11  465302      0.85156   -3.4417e-15      0.85156
ENSG00000187144    1   16613612   16863919     65      12  458699      0.83621   -3.4417e-15      0.83621
ENSG00000157191    1   16667167   16886573     48      11  450188      0.75143   -3.4417e-15      0.75143
ENSG00000268674    1   16765561   16966070     24       5  419042       1.1203   -3.5527e-15       1.1203
ENSG00000219481    1   16788814   17040057     14       4  399103       1.3885   -3.5527e-15       1.3885
ENSG00000058453    1   16966768   17399474     76      11  470560     -0.85731   -3.4417e-15     -0.85731
ENSG00000117122    1   17200997   17407330     88      11  471038     -0.92141   -3.4417e-15     -0.92141
ENSG00000159363    1   17212453   17438423    109      12  469105      -1.1544   -3.5527e-15      -1.1544
ENSG00000117118    1   17245217   17480665    120      15  460823       -1.296   -3.5527e-15       -1.296
ENSG00000117115    1   17293256   17545948    152      21  441626      -1.0139   -3.5527e-15      -1.0139
ENSG00000142623    1   17431621   17672500    138      30  425394      -1.1801   -3.5527e-15      -1.1801
ENSG00000142619    1   17475593   17710728    152      34  436939      -1.2309   -3.5527e-15      -1.2309
ENSG00000159339    1   17534690   17790499    161      32  458716      -1.3553   -3.5527e-15      -1.3553
ENSG00000269468    1   17555507   17776070    151      29  462634       -1.431   -3.5527e-15       -1.431
ENSG00000179051    1   17633256   17866220    105      20  474217     -0.80381   -3.4417e-15     -0.80381
ENSG00000074964    1   17766330   18124369    105      26  441675      -0.7672   -3.4417e-15      -0.7672
ENSG00000117148    1   17981808   18253558    121      27  435642      -2.1724   -3.5527e-15      -2.1724
ENSG00000117154    1   18334240   18804977    326      78  384279       0.5782   -3.4417e-15       0.5782
ENSG00000179023    1   18707424   18912478    133      35  409985      0.54663   -3.4417e-15      0.54663
ENSG00000009709    1   18857500   19175360    163      47  388744     -0.60891   -3.4417e-15     -0.60891
ENSG00000179002    1   19066093   19286176    109      33  428170     -0.66332   -3.4417e-15     -0.66332
ENSG00000255275    1   19075767   19347615    127      37  439136     -0.11571   -3.4694e-15     -0.11571
ENSG00000159423    1   19097926   19329275    100      33  443015     -0.22958   -3.4694e-15     -0.22958
ENSG00000169991    1   19130775   19383180    101      28  467125      0.47196   -3.4417e-15      0.47196
ENSG00000127481    1   19301000   19636770    138      18  482449      0.70039   -3.4417e-15      0.70039
ENSG00000127463    1   19442158   19678046    107      19  482573     -0.14265   -3.4694e-15     -0.14265
ENSG00000053372    1   19478033   19686622    109      20  482576     -0.19219   -3.4694e-15     -0.19219
ENSG00000162482    1   19509052   19715744    116      22  482586     -0.30191   -3.4417e-15     -0.30191
ENSG00000053371    1   19530459   19738640    124      21  482595    -0.089282   -3.4694e-15    -0.089282
ENSG00000040487    1   19538820   19755794    134      21  482605      0.18183   -3.4694e-15      0.18183
ENSG00000077549    1   19565267   19912066    195      28  482472      0.51992   -3.4417e-15      0.51992
ENSG00000270136    1   19823473   20084549    116      25  467870     -0.60765   -3.4417e-15     -0.60765
ENSG00000173436    1   19823477   20056314    102      20  473473      -0.8023   -3.4417e-15      -0.8023
ENSG00000158747    1   19867048   20084945     98      22  465141     -0.44397   -3.4417e-15     -0.44397
ENSG00000158748    1   19891780   20106055     99      23  464471     -0.18345   -3.4694e-15     -0.18345
ENSG00000162542    1   19908706   20226438    158      43  461296      -1.1956   -3.5527e-15      -1.1956
ENSG00000178828    1   20040523   20241771     99      32  456004     -0.86347   -3.4417e-15     -0.86347
ENSG00000169914    1   20109006   20339438    119      32  443680     -0.73141   -3.4417e-15     -0.73141
ENSG00000188784    1   20146502   20350110     98      24  443237     -0.40663   -3.4417e-15     -0.40663
ENSG00000188257    1   20201925   20406932     97      25  420176      0.44622   -3.4417e-15      0.44622
ENSG00000127472    1   20254672   20517683    113      30  413930      0.65761   -3.4417e-15      0.65761
ENSG00000117215    1   20338432   20546050     86      25  419655      0.26419   -3.4417e-15      0.26419
ENSG00000158786    1   20365819   20576879    103      31  422723      0.22637   -3.4694e-15      0.22637
ENSG00000187980    1   20387746   20603917    115      33  425649      0.78166   -3.4417e-15      0.78166
ENSG00000162543    1   20412578   20622541    101      30  443047       1.1657   -3.5527e-15       1.1657
ENSG00000158816    1   20517412   20781387    157      33  462193      0.96126   -3.4417e-15      0.96126
ENSG00000162545    1   20708884   20912713    118      28  465073      -0.7364   -3.4417e-15      -0.7364
ENSG00000090432    1   20725943   20934654    132      32  466946     -0.53999   -3.4417e-15     -0.53999
ENSG00000183114    1   20778932   20981512    141      28  472148     -0.34474   -3.4417e-15     -0.34474
ENSG00000158825    1   20815441   21045401    158      31  475941    -0.052177   -3.4625e-15    -0.052177
ENSG00000158828    1   20859948   21078004    152      31  479668     -0.07913   -3.4694e-15     -0.07913
ENSG00000244038    1   20878270   21088000    145      29  481169     -0.10061   -3.4694e-15     -0.10061
ENSG00000117245    1   20890507   21144510    148      30  477940     0.014651   -3.4642e-15     0.014651
ENSG00000189410    1   20946225   21159330     93      20  474170      0.50193   -3.4417e-15      0.50193
ENSG00000127483    1   20969154   21213816     97      18  470508      0.82831   -3.4417e-15      0.82831
ENSG00000075151    1   21032963   21603377    141      12  441429       1.7851   -3.5527e-15       1.7851
ENSG00000117298    1   21443740   21771997    106      25  454269       1.7339   -3.5527e-15       1.7339
ENSG00000142794    1   21666621   21911498    101      26  476032      0.24394   -3.4694e-15      0.24394
ENSG00000162551    1   21735858   22004905    137      36  480266      0.46784   -3.4417e-15      0.46784
ENSG00000076864    1   21822708   22095801    159      39  479592      0.89638   -3.4417e-15      0.89638
ENSG00000090686    1   21904791   22210099    138      33  478993      0.98272   -3.4417e-15      0.98272
ENSG00000187942    1   22038758   22251714     79      16  479985       1.2105   -3.5527e-15       1.2105
ENSG00000142798    1   22048738   22363790    101      22  480064       1.8063   -3.5527e-15       1.8063
ENSG00000219073    1   22203514   22425135     67      15  476485       2.9736   -3.5527e-15       2.9736
ENSG00000142789    1   22228149   22439032     62      14  475981       3.2409   -3.5527e-15       3.2409
ENSG00000070831    1   22279120   22519437    102      25  470717       3.5432   -3.5527e-15       3.5432
ENSG00000162552    1   22343798   22570462    136      29  466188       3.1206   -3.5527e-15       3.1206
ENSG00000184677    1   22678344   22957650    118      25  457668      0.57829   -3.4417e-15      0.57829
ENSG00000070886    1   22790057   23030087     97      22  439563      0.79748   -3.4417e-15      0.79748
ENSG00000173372    1   22862999   23066101     90      20  416468      0.26692   -3.4417e-15      0.26692
ENSG00000159189    1   22870123   23074603     94      20  411723      0.20986   -3.4694e-15      0.20986
ENSG00000173369    1   22879255   23088031     91      19  412810     0.095972   -3.4694e-15     0.095972
ENSG00000133216    1   22937332   23341818    148      37  408453     -0.68483   -3.4417e-15     -0.68483
ENSG00000215906    1   23179536   23391831     52       9  447003      -1.2518   -3.5527e-15      -1.2518
ENSG00000227868    1   23237327   23442343     59       6  469838     -0.46181   -3.4417e-15     -0.46181
ENSG00000004487    1   23245941   23510182     80       8  474522     -0.59702   -3.4417e-15     -0.59702
ENSG00000169641    1   23310516   23604301     98      10  480343     -0.50641   -3.4417e-15     -0.50641
ENSG00000179546    1   23416993   23621222     75       8  480897     -0.35839   -3.4417e-15     -0.35839
ENSG00000125944    1   23530264   23770829     84      14  465088      0.43668   -3.4417e-15      0.43668
ENSG00000125945    1   23585941   23795935     70      12  461560      0.68396   -3.4417e-15      0.68396
ENSG00000249087    1   23595490   23798332     68      12  461184      0.66616   -3.4417e-15      0.66616
ENSG00000204219    1   23607554   23851233     76      15  461245      0.48711   -3.4417e-15      0.48711
ENSG00000088280    1   23655056   23911061     86      20  451810      0.23219   -3.4694e-15      0.23219
ENSG00000007968    1   23732922   23957712     66      21  443935     -0.42636   -3.4417e-15     -0.42636
ENSG00000117318    1   23784409   23986285     58      21  437900    -0.026648   -3.4625e-15    -0.026648
ENSG00000197880    1   23807985   24067058     77      23  428000     -0.14357   -3.4694e-15     -0.14357
